           385	2024-05-02 04:33:44	1	0	1	0
            58	2024-05-02 06:35:07	1	0	1	0
           627	2024-05-02 06:44:13	1	0	1	0
           180	2024-05-02 06:51:47	1	0	1	0
           473	2024-05-02 07:24:32	1	0	1	0
            48	2024-05-02 07:27:04	1	0	1	0
           602	2024-05-02 07:39:29	1	0	1	0
           187	2024-05-02 07:45:31	1	0	1	0
           551	2024-05-02 07:47:01	1	0	15	0
           118	2024-05-02 07:47:07	1	0	1	0
           369	2024-05-02 07:49:21	1	0	1	0
           472	2024-05-02 07:50:18	1	0	1	0
           471	2024-05-02 07:50:25	1	0	1	0
           241	2024-05-02 07:52:46	1	0	1	0
           142	2024-05-02 07:53:17	1	0	1	0
           379	2024-05-02 07:53:53	1	0	1	0
           185	2024-05-02 07:55:52	1	0	1	0
            91	2024-05-02 07:56:11	1	0	1	0
            80	2024-05-02 07:57:33	1	0	1	0
           605	2024-05-02 07:58:03	1	0	1	0
           332	2024-05-02 08:00:33	1	0	1	0
           181	2024-05-02 08:04:23	1	0	1	0
            57	2024-05-02 08:05:55	1	0	1	0
           145	2024-05-02 08:07:04	1	0	1	0
           401	2024-05-02 08:54:22	1	0	1	0
           385	2024-05-02 11:44:05	1	0	1	0
           471	2024-05-02 12:00:32	1	0	1	0
           369	2024-05-02 12:01:01	1	0	1	0
           379	2024-05-02 12:01:08	1	0	1	0
           187	2024-05-02 12:01:18	1	0	1	0
            48	2024-05-02 12:01:37	1	0	1	0
            58	2024-05-02 12:01:43	1	0	1	0
           605	2024-05-02 12:04:52	1	0	1	0
           602	2024-05-02 12:04:55	1	0	1	0
           241	2024-05-02 12:05:06	1	0	1	0
           627	2024-05-02 12:05:09	1	0	1	0
           385	2024-05-02 12:05:14	1	0	1	0
           473	2024-05-02 12:15:28	1	0	1	0
           142	2024-05-02 12:15:34	1	0	1	0
           471	2024-05-02 12:16:04	1	0	1	0
           118	2024-05-02 12:17:33	1	0	1	0
           180	2024-05-02 12:19:08	1	0	1	0
            48	2024-05-02 12:20:50	1	0	1	0
