           385	2024-11-04 05:44:56	1	0	1	0
            58	2024-11-04 06:25:45	1	0	1	0
           181	2024-11-04 06:45:05	1	0	1	0
           527	2024-11-04 06:50:15	1	0	1	0
           185	2024-11-04 06:51:50	1	0	1	0
           536	2024-11-04 06:52:19	1	0	1	0
           379	2024-11-04 06:53:36	1	0	1	0
            91	2024-11-04 06:53:52	1	0	1	0
           180	2024-11-04 06:56:28	1	0	1	0
            48	2024-11-04 07:02:06	1	0	1	0
           241	2024-11-04 07:09:28	1	0	1	0
           602	2024-11-04 07:09:57	1	0	1	0
           473	2024-11-04 07:35:33	1	0	1	0
           551	2024-11-04 07:36:50	1	0	1	0
           118	2024-11-04 07:39:39	1	0	1	0
           661	2024-11-04 07:45:20	1	0	1	0
           142	2024-11-04 07:47:18	1	0	1	0
           369	2024-11-04 07:52:09	1	0	1	0
           605	2024-11-04 07:53:15	1	0	1	0
            80	2024-11-04 08:01:21	1	0	1	0
           471	2024-11-04 08:02:13	1	0	1	0
           472	2024-11-04 08:02:19	1	0	1	0
            57	2024-11-04 08:05:18	1	0	1	0
           401	2024-11-04 08:08:54	1	0	1	0
           145	2024-11-04 08:09:52	1	0	1	0
           332	2024-11-04 08:56:38	1	0	1	0
           144	2024-11-04 09:01:23	1	0	1	0
           379	2024-11-04 11:01:04	1	0	1	0
           527	2024-11-04 11:01:25	1	0	1	0
           536	2024-11-04 11:04:02	1	0	1	0
           180	2024-11-04 11:12:13	1	0	1	0
           185	2024-11-04 11:12:21	1	0	1	0
           181	2024-11-04 11:13:57	1	0	1	0
           180	2024-11-04 11:35:08	1	0	1	0
           385	2024-11-04 11:36:56	1	0	1	0
           536	2024-11-04 11:37:59	1	0	1	0
           241	2024-11-04 11:40:41	1	0	1	0
           527	2024-11-04 11:44:53	1	0	1	0
           181	2024-11-04 11:46:39	1	0	1	0
           185	2024-11-04 11:50:10	1	0	1	0
           379	2024-11-04 11:52:45	1	0	1	0
           241	2024-11-04 11:57:41	1	0	1	0
           142	2024-11-04 12:00:17	1	0	1	0
            57	2024-11-04 12:01:16	1	0	1	0
           471	2024-11-04 12:01:27	1	0	1	0
           602	2024-11-04 12:01:29	1	0	1	0
           473	2024-11-04 12:01:32	1	0	1	0
           605	2024-11-04 12:01:38	1	0	1	0
           661	2024-11-04 12:01:50	1	0	1	0
           118	2024-11-04 12:01:59	1	0	1	0
           551	2024-11-04 12:02:02	1	0	1	0
            48	2024-11-04 12:02:08	1	0	1	0
            58	2024-11-04 12:02:21	1	0	1	0
           369	2024-11-04 12:03:12	1	0	1	0
           385	2024-11-04 12:09:24	1	0	1	0
           472	2024-11-04 12:09:44	1	0	1	0
            80	2024-11-04 12:10:24	1	0	1	0
           142	2024-11-04 12:16:04	1	0	1	0
            48	2024-11-04 12:17:55	1	0	1	0
